"ID.x";"latitude";"longitude";"study";"site";"SiteBlock";"replicate";"treatment.direction";"treatment.level";"grouping.x";"treat.duration.y";"duration_rescale";"size.local";"size.gamma";"N.replicates";"delta.P.year";"delta.P1_rescale";"MAP_bioclim";"MAP_chelsa";"MAP_rescale";"PET_rescale";"PET_chelsa";"LRR_cum.abs_gamma"
"Wilcox_2015b.csv";46.51666667;-106.63333;"Wilcox_2015";"NMP";"NMP - A";1;"incr.P";"2";"2012_Wilcox_2015b;NMP;P;incr.P;2;2012;2";2;-0.349380378386437;1;"10";10;14;0.174399772953483;318;332;-0.217025184062909;0.352093220176941;982.0961723;0.0215607591065776
"Wilcox_2015b.csv";46.51666667;-106.63333;"Wilcox_2015";"NMP";"NMP - A";1;"incr.P";"1";"2012_Wilcox_2015b;NMP;P;incr.P;1;2012;2";2;-0.349380378386437;1;"10";10;14;0.174399772953483;318;332;-0.217025184062909;0.352093220176941;982.0961723;0.126293725324292
"Wilcox_2015c.csv";39.15;-96.91667;"Wilcox_2015";"TGP";"TGP - A";1;"incr.P";"1";"2012_Wilcox_2015c;TGP;P;incr.P;1;2012;2";2;-0.349380378386437;1;"10";10;20;0.260859687191253;828;765;0.342972563146994;0.512281801939931;1103.425829;0.0892516467588464
"Wilcox_2015c.csv";39.15;-96.91667;"Wilcox_2015";"TGP";"TGP - A";1;"incr.P";"2";"2012_Wilcox_2015c;TGP;P;incr.P;2;2012;2";2;-0.349380378386437;1;"10";10;20;0.260859687191253;828;765;0.342972563146994;0.512281801939931;1103.425829;0.113568954409553
"Yang_2011.csv";42.03333333;116.28333;"Yang_2011";"Duolun.County";"Duolun.County - A";1;"incr.P";"1";"2009_Yang_2011;Duolun.County;P;incr.P;1;2009;2";4;-0.224205384490227;1;"6";6;31;0.419369529960498;390;372;-0.165293290556221;0.109401163000073;798.2769284;-0.258053536029232
"Zhong_2019a.csv";42.033333;116.28333;"Zhong_2019";"Duolun.County";"Duolun.County - A";1;"decr.P";"1";"2012_Zhong_2010a;Duolun.County;P;decr.P;1;2012;2";3;-0.286792881438332;1;"6";6;-17;-0.27230978394166;390;372;-0.165293290556221;0.109401163000073;798.2769284;-0.30779352085248
"Zhong_2019b.csv";42.033333;116.28333;"Zhong_2019";"Duolun.County";"Duolun.County - A";1;"decr.P";"1";"2012_Zhong_2010b;Duolun.County;P;decr.P;1;2012;2";3;-0.286792881438332;1;"6";6;-34;-0.517279540948675;390;372;-0.165293290556221;0.109401163000073;798.2769284;-0.766755670608897
"Zhong_2019c.csv";42.033333;116.28333;"Zhong_2019";"Duolun.County";"Duolun.County - A";1;"decr.P";"1";"2012_Zhong_2010c;Duolun.County;P;decr.P;1;2012;2";3;-0.286792881438332;1;"6";6;-51;-0.762249297955689;390;372;-0.165293290556221;0.109401163000073;798.2769284;-1.39839884183459
"Zhong_2019d.csv";42.033333;116.28333;"Zhong_2019";"Duolun.County";"Duolun.County - A";1;"incr.P";"1";"2012_Zhong_2010d;Duolun.County;P;incr.P;1;2012;2";3;-0.286792881438332;1;"6";6;17;0.217629730072368;390;372;-0.165293290556221;0.109401163000073;798.2769284;0.141168256214868
"Zhong_2019e.csv";42.033333;116.28333;"Zhong_2019";"Duolun.County";"Duolun.County - A";1;"incr.P";"1";"2012_Zhong_2010e;Duolun.County;P;incr.P;1;2012;2";3;-0.286792881438332;1;"6";6;34;0.462599487079383;390;372;-0.165293290556221;0.109401163000073;798.2769284;0.352332051921934
"Zhong_2019f.csv";42.033333;116.28333;"Zhong_2019";"Duolun.County";"Duolun.County - A";1;"incr.P";"1";"2012_Zhong_2010f;Duolun.County;P;incr.P;1;2012;2";3;-0.286792881438332;1;"6";6;51;0.707569244086397;390;372;-0.165293290556221;0.109401163000073;798.2769284;0.280737229110766
